customer_id,loan_category,loan_amount,interest_rate,tenure_months,employment_type,annual_income,credit_score,existing_loans,age,monthly_obligations,emi_to_income_ratio,loan_to_income_ratio,Defaulter
CUST_001420,Vehicle,580000,9.44,6,Freelancer,333818.34,787,0,28,1743,3.4749,1.7375,0
CUST_001421,Education Loan,752000,7.77,18,Freelancer,200000,631,0,35,1167,2.5067,3.76,0
CUST_001422,Vehicle,1037000,11.59,6,Private Sector,259978.52,788,1,26,5470,7.9776,3.9888,0
CUST_001423,Mortgage,993000,5.3,180,Private Sector,200000,,2,48,6599,0.331,4.965,0
CUST_001424,Education Loan,973000,6.93,18,Business Owner,200000,484,0,51,19867,3.2433,4.865,0
CUST_001425,Education Loan,439000,19.13,18,Unemployed,200000,446,3,47,14938,1.4633,2.195,1
CUST_001426,Credit Card,425000,14.64,60,Freelancer,200000,661,0,25,23543,0.425,2.125,0
CUST_001427,Mortgage,552000,17.61,180,Private Sector,200000,701,1,21,22511,0.184,2.76,0
CUST_001428,Credit Card,489000,16.31,60,,200000,565,3,42,15453,0.489,2.445,0
CUST_001429,Business Expansion,994000,8.49,84,,200000,690,1,21,1597,0.71,4.97,0
CUST_001430,Medical,660000,4.82,180,Freelancer,200000,705,0,28,1715,0.22,3.3,0
CUST_001431,Education Loan,780000,10.58,180,Government,200000,545,0,39,,0.26,3.9,0
CUST_001432,Vehicle,744000,12.41,240,Government,200000,637,1,50,15560,0.186,3.72,0
CUST_001433,Credit Card,529000,4.8,84,Government,200000,669,0,45,8231,0.3779,2.645,0
CUST_001434,Education Loan,147000,12.88,84,Government,255036.69,664,2,31,937,0.0823,0.5764,0
CUST_001435,Credit Card,412000,8.5,12,Government,200000,726,0,41,19756,2.06,2.06,0
CUST_001436,Credit Card,293000,8.45,60,Private Sector,200000,653,2,33,9982,0.293,1.465,0
CUST_001437,Mortgage,948000,11.9,24,Private Sector,200000,618,1,30,24632,2.37,4.74,1
CUST_001438,Vehicle,937000,5.67,60,Government,200000,837,1,33,20535,0.937,4.685,0
CUST_001439,Business Expansion,89000,10.62,60,Government,200000,681,1,43,12007,0.089,0.445,0
CUST_001440,Mortgage,833000,12.29,120,Private Sector,200000,675,0,38,17511,0.4165,4.165,0
CUST_001441,Vehicle,599000,8.02,18,Government,200000,699,1,49,4645,1.9967,2.995,0
CUST_001442,Credit Card,881000,11.53,240,Government,200000,,0,31,13549,0.2202,4.405,0
CUST_001443,Vehicle,380000,8.5,18,Government,200000,582,2,40,14844,1.2667,1.9,0
CUST_001444,Vehicle,66000,13.42,12,Government,200000,604,2,39,24740,0.33,0.33,0
CUST_001445,Medical,936000,13.78,36,Private Sector,200000,745,0,36,2629,1.56,4.68,1
CUST_001446,Education Loan,830000,11.86,84,Business Owner,200000,790,2,38,19319,0.5929,4.15,0
CUST_001447,Business Expansion,368000,12.37,60,Private Sector,200000,653,0,27,11824,0.368,1.84,0
CUST_001448,Credit Card,778000,14.13,120,Private Sector,200000,559,0,40,24037,0.389,3.89,0
CUST_001449,Medical,592000,12.87,18,Government,200000,759,1,44,5005,1.9733,2.96,0
CUST_001450,Credit Card,891000,12.28,12,Government,200000,582,3,44,980,4.455,4.455,0
CUST_001451,Mortgage,398000,14.6,180,Private Sector,200000,740,0,39,23596,0.1327,1.99,0
CUST_001452,Mortgage,69000,17.51,18,Private Sector,200000,649,1,46,10625,0.23,0.345,0
CUST_001453,Education Loan,395000,14.64,18,Business Owner,200000,728,0,32,4706,1.3167,1.975,0
CUST_001454,Vehicle,282000,9.88,12,Private Sector,200000,668,0,45,3351,1.41,1.41,0
CUST_001455,Credit Card,69000,13.94,24,Private Sector,200000,814,0,45,5991,0.1725,0.345,0
CUST_001456,Medical,333000,9.42,18,Unemployed,200000,668,1,43,24466,1.11,1.665,0
CUST_001457,Mortgage,460000,7.63,120,Private Sector,200000,817,1,45,10583,0.23,2.3,0
CUST_001458,Vehicle,541000,16.48,240,Freelancer,247014.56,705,0,42,6699,0.1095,2.1902,1
CUST_001459,Mortgage,685000,4.13,36,Freelancer,200000,703,0,44,3042,1.1417,3.425,1
CUST_001460,Medical,218000,6.39,60,Private Sector,200000,793,0,39,11503,0.218,1.09,0
CUST_001461,Vehicle,225000,14.13,240,Government,200000,583,0,33,22745,0.0562,1.125,0
CUST_001462,Education Loan,208000,9.94,240,Freelancer,214186.95,591,2,27,5831,0.0486,0.9711,0
CUST_001463,Education Loan,876000,8.31,240,Unemployed,299624.14,591,0,41,16452,0.1462,2.9237,0
CUST_001464,Vehicle,768000,7.07,36,Business Owner,200000,702,2,40,3141,1.28,3.84,0
CUST_001465,Mortgage,180000,4,12,Business Owner,200000,738,1,42,24883,0.9,0.9,0
CUST_001466,Education Loan,711000,10.81,18,Government,200000,719,1,38,,2.37,3.555,0
CUST_001467,Vehicle,732000,9.87,84,Private Sector,200000,738,2,33,15239,0.5229,3.66,0
CUST_001468,Medical,568000,7.43,60,Freelancer,200000,,0,40,4949,0.568,2.84,0
CUST_001469,Business Expansion,167000,13.92,36,Government,200000,651,0,37,23589,0.2783,0.835,0
CUST_001470,Credit Card,1269000,10.28,84,Business Owner,297859.77,777,1,35,4980,0.6086,4.2604,0
CUST_001471,Education Loan,873000,10.71,6,Private Sector,200000,600,2,38,24836,8.73,4.365,0
CUST_001472,Credit Card,829000,13.36,12,Government,200000,729,2,36,16842,4.145,4.145,1
CUST_001473,Credit Card,754000,10.74,60,Business Owner,200000,533,1,45,4783,0.754,3.77,0
CUST_001474,Education Loan,884000,7.38,6,Unemployed,200000,534,2,33,8856,8.84,4.42,1
CUST_001475,Education Loan,331000,10.83,84,Freelancer,200000,640,2,21,725,0.2364,1.655,0
CUST_001476,Medical,1306000,11.45,18,Unemployed,,801,1,24,888,3.3133,4.97,0
CUST_001477,Credit Card,691000,10.24,24,Government,200000,723,1,56,17515,1.7275,3.455,0
CUST_001478,Credit Card,260000,7.39,120,Private Sector,200000,821,3,30,13736,0.13,1.3,0
CUST_001479,Business Expansion,787000,9.9,24,Private Sector,200000,556,1,46,12787,1.9675,3.935,0
CUST_001480,Credit Card,1131000,7.47,180,Government,229073.04,723,2,36,19945,0.3292,4.9373,0
CUST_001481,Credit Card,363000,4,18,Private Sector,200000,726,1,27,19370,1.21,1.815,0
CUST_001482,Business Expansion,647000,8.14,36,Business Owner,442769.13,724,0,40,14953,0.4871,1.4613,0
CUST_001483,Business Expansion,516000,6.56,18,Private Sector,200000,740,0,40,15140,1.72,2.58,0
CUST_001484,Credit Card,854000,11.36,18,Government,200000,674,1,36,19602,2.8467,4.27,0
CUST_001485,Vehicle,916000,11.96,60,Freelancer,200000,631,1,22,,0.916,4.58,0
CUST_001486,Vehicle,257000,4,240,Freelancer,200000,692,2,27,8737,0.0642,1.285,0
CUST_001487,Vehicle,512000,10.99,18,Government,200000,644,1,23,,1.7067,2.56,0
CUST_001488,Credit Card,160000,11.68,180,,200000,730,2,46,11330,0.0533,0.8,0
CUST_001489,Vehicle,170000,8.51,240,Government,200000,706,0,21,12492,0.0425,0.85,0
CUST_001490,Credit Card,862000,9.05,240,Business Owner,200000,676,0,29,,0.2155,4.31,0
CUST_001491,Education Loan,69000,19.36,24,Business Owner,200000,735,1,34,16999,0.1725,0.345,0
CUST_001492,Education Loan,1165000,9.73,36,Unemployed,295478.88,564,2,35,21228,1.3143,3.9428,1
CUST_001493,Medical,177000,8.4,84,Freelancer,200000,633,2,46,4840,0.1264,0.885,0
CUST_001494,Medical,716000,12.2,36,Government,200000,720,0,54,7809,1.1933,3.58,0
CUST_001495,Education Loan,695000,7.89,36,Government,,,0,46,3497,1.0379,3.1136,0
CUST_001496,Business Expansion,572000,10.3,240,Private Sector,200000,,2,41,16973,0.143,2.86,0
CUST_001497,Mortgage,904000,17.3,120,Government,325657.07,625,1,40,1502,0.2776,2.7759,0
CUST_001498,Credit Card,284000,4.46,12,Unemployed,200000,701,0,43,9081,1.42,1.42,0
CUST_001499,Education Loan,536000,7.05,240,Business Owner,200000,718,0,49,16303,0.134,2.68,0
CUST_001500,Mortgage,273000,8.77,240,Government,200000,583,0,57,,0.0682,1.365,0
CUST_001501,Medical,578000,8.85,180,Private Sector,200000,572,1,32,15611,0.1927,2.89,0
CUST_001502,Vehicle,355000,15.77,84,Government,298326.86,745,0,53,2440,0.17,1.19,0
CUST_001503,Medical,101000,8.64,18,Government,300043.57,674,4,42,975,0.2244,0.3366,0
CUST_001504,Vehicle,277000,5.43,60,Private Sector,200000,622,1,47,24098,0.277,1.385,0
CUST_001505,Credit Card,888000,10.17,180,Private Sector,200000,520,0,54,20147,0.296,4.44,0
CUST_001506,Credit Card,224000,14.61,120,Private Sector,,611,2,31,11173,0.112,1.12,0
CUST_001507,Credit Card,611000,6.75,36,Private Sector,200000,696,2,49,,1.0183,3.055,0
CUST_001508,Business Expansion,855000,4,180,Private Sector,287085.94,,0,40,5980,0.1985,2.9782,0
CUST_001509,Credit Card,165000,11.41,6,Private Sector,234080.78,831,0,25,18713,1.4098,0.7049,0
CUST_001510,Medical,998000,11.69,24,Freelancer,200000,653,1,25,3158,2.495,4.99,0
CUST_001511,Mortgage,890000,10.77,240,Unemployed,200000,659,0,36,987,0.2225,4.45,0
CUST_001512,Education Loan,224000,12.53,24,Private Sector,207473.62,790,1,36,11460,0.5398,1.0797,0
CUST_001513,Vehicle,859000,9.09,84,Private Sector,200000,556,0,22,5549,0.6136,4.295,0
CUST_001514,Vehicle,473000,6.86,60,Business Owner,200000,589,2,46,18690,0.473,2.365,0
CUST_001515,Medical,552000,5.16,120,Private Sector,200000,711,0,21,18693,0.276,2.76,0
CUST_001516,Medical,907000,10.97,84,Private Sector,276668.95,780,0,22,21034,0.4683,3.2783,0
CUST_001517,Credit Card,154000,13.68,12,Government,200000,623,0,59,2729,0.77,0.77,0
CUST_001518,Business Expansion,306000,9.43,36,Government,293297.12,538,2,21,4033,0.3478,1.0433,0
CUST_001519,Credit Card,655000,8.14,240,Private Sector,200000,607,1,41,,0.1637,3.275,0
CUST_001520,Mortgage,199000,7.86,36,Unemployed,264964.59,595,1,29,,0.2503,0.751,1
CUST_001521,Vehicle,636000,15.23,60,Private Sector,200000,732,1,39,19357,0.636,3.18,0
CUST_001522,Medical,705000,10.65,84,Freelancer,200000,636,0,21,12771,0.5036,3.525,0
CUST_001523,Business Expansion,290000,10.39,18,Private Sector,,665,0,47,,0.9667,1.45,0
CUST_001524,Business Expansion,503000,13.2,18,Private Sector,200000,618,0,46,7315,1.6767,2.515,1
CUST_001525,Medical,960000,17.39,84,Government,200000,588,1,46,20384,0.6857,4.8,0
CUST_001526,Mortgage,991000,14.04,18,Government,200000,714,0,38,16040,3.3033,4.955,0
CUST_001527,Mortgage,655000,11.33,6,,200000,709,0,44,10680,6.55,3.275,0
CUST_001528,Medical,448000,14.11,84,Unemployed,200000,614,0,35,15181,0.32,2.24,0
CUST_001529,Medical,91000,11.23,24,Private Sector,200000,742,1,31,23089,0.2275,0.455,0
CUST_001530,Mortgage,295000,10.07,180,Private Sector,200000,565,0,21,13734,0.0983,1.475,0
CUST_001531,Mortgage,860000,13.85,12,Freelancer,200000,601,1,45,,4.3,4.3,0
CUST_001532,Credit Card,776000,10.66,84,Private Sector,330609.94,664,0,28,9800,0.3353,2.3472,0
CUST_001533,Credit Card,231000,14.67,60,Government,200000,656,0,43,14081,0.231,1.155,0
CUST_001534,Vehicle,808000,13.09,6,Government,200000,473,2,42,21882,8.08,4.04,1
CUST_001535,Mortgage,102000,13.34,60,Private Sector,200000,534,1,36,16692,0.102,0.51,0
CUST_001536,Medical,856000,12.18,60,Private Sector,200000,573,0,31,2808,0.856,4.28,0
CUST_001537,Medical,139000,10.65,24,Freelancer,200000,720,1,31,4177,0.3475,0.695,0
CUST_001538,Credit Card,375000,12.64,6,Freelancer,200000,778,1,47,1549,3.75,1.875,1
CUST_001539,Vehicle,398000,13.35,240,Unemployed,200000,484,2,35,594,0.0995,1.99,1
CUST_001540,Business Expansion,799000,8.01,12,Government,200000,671,1,42,20566,3.995,3.995,0
CUST_001541,Credit Card,563000,13.99,12,Freelancer,200000,577,0,38,,2.815,2.815,0
CUST_001542,Mortgage,766000,4.81,84,Business Owner,229439.07,602,2,53,12518,0.4769,3.3386,1
CUST_001543,Medical,702000,11.1,24,Private Sector,200000,728,1,49,14006,1.755,3.51,0
CUST_001544,Vehicle,383000,10.12,120,Private Sector,200000,,0,66,13653,0.1915,1.915,0
CUST_001545,Vehicle,384000,7.72,240,,200000,855,0,24,12109,0.096,1.92,0
CUST_001546,Business Expansion,715000,11.13,6,Private Sector,314807.95,665,1,39,21371,4.5425,2.2712,0
CUST_001547,Mortgage,605000,10.22,18,Business Owner,200000,680,1,47,16413,2.0167,3.025,0
CUST_001548,Mortgage,871000,11.48,120,Business Owner,200000,687,1,35,24727,0.4355,4.355,1
CUST_001549,Vehicle,320000,9.14,6,Business Owner,200000,610,0,33,20223,3.2,1.6,0
CUST_001550,Education Loan,564000,13.32,12,Private Sector,200000,679,0,34,16572,2.82,2.82,0
CUST_001551,Credit Card,866000,14.39,180,Unemployed,200000,590,0,23,4400,0.2887,4.33,0
CUST_001552,Medical,593000,12.21,24,Private Sector,,,1,41,17847,1.4825,2.965,0
CUST_001553,Business Expansion,980000,9.07,180,Government,200000,704,0,44,23174,0.3267,4.9,0
CUST_001554,Vehicle,802000,10.66,12,Freelancer,200000,726,0,24,12900,4.01,4.01,0
CUST_001555,Credit Card,875000,8.47,180,Government,200000,719,0,54,12394,0.2917,4.375,1
CUST_001556,Credit Card,98000,9.34,36,Business Owner,200000,576,1,29,22538,0.1633,0.49,0
CUST_001557,Medical,158000,5.47,84,Government,200000,734,3,25,,0.1129,0.79,0
CUST_001558,Medical,618000,6.55,120,Unemployed,200000,666,1,23,11520,0.309,3.09,0
CUST_001559,Vehicle,605000,9.17,120,Private Sector,,594,1,41,22342,0.3025,3.025,1
CUST_001560,Mortgage,166000,9.58,60,Private Sector,200000,702,0,23,6667,0.166,0.83,0
CUST_001561,Vehicle,451000,11.86,12,Government,200000,676,1,21,20096,2.255,2.255,0
CUST_001562,Vehicle,742000,10.13,84,Private Sector,200000,692,1,21,12374,0.53,3.71,0
CUST_001563,Business Expansion,604000,4,18,Private Sector,200000,767,1,21,13227,2.0133,3.02,0
CUST_001564,Mortgage,858000,5.33,18,Business Owner,200000,661,2,38,23332,2.86,4.29,0
CUST_001565,Business Expansion,741000,16.12,240,Private Sector,200000,650,1,40,3667,0.1852,3.705,0
CUST_001566,Credit Card,310000,8.88,12,Private Sector,200000,566,0,21,23783,1.55,1.55,0
CUST_001567,Credit Card,905000,15.19,240,Business Owner,219771.87,741,0,56,1128,0.2059,4.1179,0
CUST_001568,Vehicle,776000,6.45,12,Private Sector,200000,786,1,50,10914,3.88,3.88,0
CUST_001569,Vehicle,265000,10.63,12,Business Owner,200000,624,1,51,18653,1.325,1.325,0
CUST_001570,Education Loan,133000,12.77,84,Government,200000,708,1,30,5649,0.095,0.665,1
CUST_001571,Vehicle,471000,4,24,Private Sector,200000,650,2,46,21673,1.1775,2.355,0
CUST_001572,Business Expansion,775000,7.39,24,Government,200000,672,2,36,23829,1.9375,3.875,0
CUST_001573,Mortgage,420000,11.22,60,Business Owner,200000,565,0,62,18663,0.42,2.1,0
CUST_001574,Medical,603000,4.4,84,Government,246790.99,468,1,37,705,0.3491,2.4434,0
CUST_001575,Vehicle,1051000,9.24,12,Private Sector,242570.77,686,2,34,7990,4.3328,4.3328,0
CUST_001576,Education Loan,355000,6.98,180,Private Sector,200000,582,0,29,11234,0.1183,1.775,0
CUST_001577,Medical,473000,11.14,180,Private Sector,200000,669,1,24,20673,0.1577,2.365,1
CUST_001578,Mortgage,606000,9.36,240,Government,200000,721,0,35,7022,0.1515,3.03,0
CUST_001579,Education Loan,157000,10.37,12,Private Sector,200000,724,0,37,16227,0.785,0.785,0
CUST_001580,Medical,538000,11.98,120,Private Sector,237631.07,687,1,53,1779,0.2264,2.264,0
CUST_001581,Mortgage,715000,11.2,24,Government,200000,724,0,36,6936,1.7875,3.575,0
CUST_001582,Mortgage,127000,14.07,120,Freelancer,200000,678,0,36,2370,0.0635,0.635,0
CUST_001583,Vehicle,321000,15.21,60,Private Sector,200000,730,1,55,16028,0.321,1.605,0
CUST_001584,Business Expansion,843000,15.96,12,,200000,607,1,47,7828,4.215,4.215,0
CUST_001585,Vehicle,77000,9.21,6,Business Owner,200000,692,2,21,12635,0.77,0.385,0
CUST_001586,Credit Card,917000,6.19,240,Business Owner,200000,,1,21,22211,0.2292,4.585,0
CUST_001587,Medical,61000,12.34,180,Freelancer,200000,593,0,37,23110,0.0203,0.305,0
CUST_001588,Credit Card,362000,13.14,24,Private Sector,200000,508,0,33,6040,0.905,1.81,1
CUST_001589,Mortgage,459000,8.3,120,Private Sector,200000,591,0,40,22260,0.2295,2.295,0
CUST_001590,Business Expansion,239000,14.6,36,Private Sector,200000,653,1,30,12329,0.3983,1.195,0
CUST_001591,Mortgage,184000,4,24,Government,200000,702,0,50,9946,0.46,0.92,0
CUST_001592,Credit Card,80000,13.43,60,,200000,751,0,21,6447,0.08,0.4,0
CUST_001593,Education Loan,352000,8.48,120,,200000,761,0,21,5450,0.176,1.76,0
CUST_001594,Business Expansion,391000,4.91,12,Freelancer,200000,717,1,23,13047,1.955,1.955,0
CUST_001595,Medical,368000,4,6,Business Owner,200000,546,2,39,3545,3.68,1.84,0
CUST_001596,Business Expansion,452000,5.48,180,Private Sector,200000,741,0,46,10967,0.1507,2.26,0
CUST_001597,Business Expansion,89000,17.86,12,Government,200000,750,0,40,4455,0.445,0.445,0
CUST_001598,Mortgage,362000,9.21,12,Private Sector,200000,547,0,29,8503,1.81,1.81,0
CUST_001599,Medical,230000,18.09,60,Private Sector,200000,,2,35,16367,0.23,1.15,0
CUST_001600,Vehicle,764000,12.58,18,Business Owner,200000,615,0,31,6719,2.5467,3.82,1
CUST_001601,Credit Card,783000,11.75,84,,200000,760,3,40,4082,0.5593,3.915,1
CUST_001602,Credit Card,890000,13.01,12,Government,200000,797,1,30,19208,4.45,4.45,0
CUST_001603,Vehicle,713000,5.94,18,,200000,604,0,29,2754,2.3767,3.565,0
CUST_001604,Business Expansion,407000,12.55,240,Private Sector,200000,568,0,39,12999,0.1017,2.035,0
CUST_001605,Vehicle,327000,13.54,180,Private Sector,200000,585,0,30,18615,0.109,1.635,0
CUST_001606,Credit Card,947000,10.07,6,Government,200000,803,1,30,1356,9.47,4.735,0
CUST_001607,Vehicle,1629000,13.6,180,Unemployed,355250.67,,1,41,20332,0.3057,4.5855,1
CUST_001608,Credit Card,216000,7.24,36,Government,200000,849,2,27,9894,0.36,1.08,0
CUST_001609,Vehicle,478000,8.18,84,Private Sector,210822.82,717,0,24,16433,0.3239,2.2673,0
CUST_001610,Credit Card,601000,19.09,180,Business Owner,200000,554,0,24,13719,0.2003,3.005,0
CUST_001611,Education Loan,894000,10.08,84,Freelancer,200000,608,0,44,13411,0.6386,4.47,1
CUST_001612,Medical,774000,4,24,Freelancer,200000,665,2,21,23124,1.935,3.87,0
CUST_001613,Credit Card,442000,15.65,12,Private Sector,208502.37,689,0,51,2235,2.1199,2.1199,0
CUST_001614,Vehicle,538000,11.45,36,Unemployed,200000,640,0,21,6672,0.8967,2.69,0
CUST_001615,Education Loan,483000,10.79,18,Private Sector,200000,706,1,37,16664,1.61,2.415,0
CUST_001616,Credit Card,297000,14.12,60,Government,200000,845,0,29,20840,0.297,1.485,0
CUST_001617,Business Expansion,699000,10.3,60,Private Sector,200000,529,2,42,3353,0.699,3.495,1
CUST_001618,Business Expansion,141000,10.42,18,Government,200000,616,1,42,10233,0.47,0.705,0
CUST_001619,Medical,551000,9.99,36,Business Owner,200000,614,1,40,21584,0.9183,2.755,0
CUST_001620,Medical,216000,9.65,84,Private Sector,200000,692,0,25,9430,0.1543,1.08,0
CUST_001621,Credit Card,510000,8.98,240,Business Owner,200000,597,1,43,15813,0.1275,2.55,0
CUST_001622,Business Expansion,368000,9.43,18,Government,200000,767,1,53,4595,1.2267,1.84,0
CUST_001623,Business Expansion,614000,4.21,6,Freelancer,200000,712,2,43,12593,6.14,3.07,0
CUST_001624,Vehicle,268000,6.85,84,Private Sector,200000,574,0,33,24549,0.1914,1.34,0
CUST_001625,Mortgage,527000,10.67,12,Freelancer,200000,703,1,38,23393,2.635,2.635,0
CUST_001626,Education Loan,236000,8.05,18,Government,200000,623,2,26,6997,0.7867,1.18,0
CUST_001627,Credit Card,381000,7.07,60,Business Owner,200000,647,2,34,13707,0.381,1.905,0
CUST_001628,Medical,997000,12.72,180,Government,200000,654,1,58,1074,0.3323,4.985,0
CUST_001629,Medical,215000,11.43,6,Freelancer,200000,,0,47,841,2.15,1.075,1
CUST_001630,Business Expansion,368000,13.16,240,Private Sector,200000,765,0,23,2433,0.092,1.84,0
CUST_001631,Vehicle,863000,5.22,120,Private Sector,200000,641,1,40,9877,0.4315,4.315,0
CUST_001632,Mortgage,826000,11.35,36,Private Sector,200000,620,2,49,15267,1.3767,4.13,0
CUST_001633,Business Expansion,339000,9.35,84,Freelancer,200000,681,0,25,22745,0.2421,1.695,0
CUST_001634,Mortgage,867000,12.82,6,Business Owner,200000,589,2,54,14331,8.67,4.335,1
CUST_001635,Mortgage,426000,7.03,84,Business Owner,200000,591,0,36,10978,0.3043,2.13,1
CUST_001636,Vehicle,145000,7.62,120,Unemployed,200000,774,1,40,3035,0.0725,0.725,0
CUST_001637,Credit Card,433000,8.46,12,Private Sector,200000,613,2,59,5359,2.165,2.165,0
CUST_001638,Mortgage,279000,11.92,60,Freelancer,200000,841,1,43,16929,0.279,1.395,0
CUST_001639,Mortgage,522000,10.13,36,Private Sector,200000,529,2,53,5071,0.87,2.61,0
CUST_001640,Credit Card,159000,11.94,12,Private Sector,240488.47,651,4,21,15454,0.6612,0.6612,0
CUST_001641,Business Expansion,661000,10.44,240,Private Sector,200000,669,1,45,,0.1652,3.305,0
CUST_001642,Vehicle,578000,12.74,120,Government,200000,787,4,36,7463,0.289,2.89,0
CUST_001643,Medical,273000,6.7,6,Private Sector,200000,744,3,31,5464,2.73,1.365,0
CUST_001644,Mortgage,61000,14,60,Private Sector,200000,586,2,41,23799,0.061,0.305,0
CUST_001645,Business Expansion,422000,6.05,180,Private Sector,200000,659,0,36,8637,0.1407,2.11,0
CUST_001646,Credit Card,796000,8.61,24,Business Owner,200000,662,1,34,20125,1.99,3.98,0
CUST_001647,Mortgage,522000,4,120,Business Owner,200000,613,2,38,3679,0.261,2.61,0
CUST_001648,Vehicle,194000,5.75,60,Freelancer,200000,641,0,23,23880,0.194,0.97,0
CUST_001649,Business Expansion,1232000,7.71,60,Private Sector,257594.51,590,0,30,16875,0.9565,4.7827,0
CUST_001650,Vehicle,691000,17.93,180,Private Sector,200000,684,1,39,586,0.2303,3.455,0
CUST_001651,Vehicle,405000,13.53,12,Private Sector,200000,643,1,38,20820,2.025,2.025,0
CUST_001652,Credit Card,288000,14.28,36,Private Sector,200000,571,1,34,10385,0.48,1.44,0
CUST_001653,Credit Card,830000,12.46,180,Freelancer,200000,722,1,33,7794,0.2767,4.15,0
CUST_001654,Mortgage,509000,7.49,180,Private Sector,200000,747,0,42,15957,0.1697,2.545,0
CUST_001655,Mortgage,424000,8.1,180,Private Sector,200000,,1,45,4455,0.1413,2.12,0
CUST_001656,Mortgage,739000,10.85,6,Government,200000,745,2,34,8246,7.39,3.695,0
CUST_001657,Mortgage,680000,16.33,84,Private Sector,200000,758,2,55,23106,0.4857,3.4,0
CUST_001658,Credit Card,747000,9.65,60,Business Owner,416147.48,698,3,22,9662,0.359,1.795,0
CUST_001659,Mortgage,98000,6.9,12,Private Sector,200000,794,2,21,5583,0.49,0.49,0
CUST_001660,Mortgage,927000,14.5,60,Freelancer,200000,779,1,37,11019,0.927,4.635,0
CUST_001661,Business Expansion,367000,4.66,18,Government,200000,555,0,43,5381,1.2233,1.835,0
CUST_001662,Education Loan,986000,7.22,180,Freelancer,200000,675,0,32,23646,0.3287,4.93,1
CUST_001663,Business Expansion,702000,14.73,60,Business Owner,200000,,1,46,20921,0.702,3.51,0
CUST_001664,Credit Card,951000,11.59,180,Private Sector,200000,697,0,26,19393,0.317,4.755,0
CUST_001665,Business Expansion,710000,6.74,24,Business Owner,200000,638,3,44,22810,1.775,3.55,0
CUST_001666,Business Expansion,756000,7.24,84,Freelancer,200000,603,1,26,,0.54,3.78,0
CUST_001667,Medical,336000,9.18,84,,200000,764,1,43,24140,0.24,1.68,0
CUST_001668,Credit Card,854000,13.48,18,Freelancer,200000,703,2,24,,2.8467,4.27,0
CUST_001669,Medical,298000,12.05,180,Business Owner,373110.12,753,2,46,3222,0.0532,0.7987,0
CUST_001670,Mortgage,1065000,13.12,24,Private Sector,469391.12,,3,40,23355,1.1344,2.2689,0
CUST_001671,Business Expansion,690000,9.86,18,Private Sector,200000,676,2,55,22202,2.3,3.45,0
CUST_001672,Credit Card,943000,11.63,180,Business Owner,200000,651,0,29,15475,0.3143,4.715,0
CUST_001673,Medical,759000,6.41,6,Unemployed,200000,749,0,35,4326,7.59,3.795,0
CUST_001674,Medical,556000,8.03,24,Government,200000,727,0,22,7762,1.39,2.78,0
CUST_001675,Credit Card,180000,13.77,84,Private Sector,200000,668,0,23,6603,0.1286,0.9,1
CUST_001676,Education Loan,424000,11.62,180,Government,200000,635,2,25,16421,0.1413,2.12,0
CUST_001677,Education Loan,945000,10.5,24,Private Sector,200000,555,0,43,16755,2.3625,4.725,0
CUST_001678,Credit Card,668000,11.05,6,Business Owner,200000,507,1,23,23558,6.68,3.34,1
CUST_001679,Medical,344000,14.59,180,Government,200000,652,0,32,7946,0.1147,1.72,0
CUST_001680,Vehicle,597000,13.98,6,Business Owner,200000,575,1,42,7912,5.97,2.985,0
CUST_001681,Credit Card,438000,7.17,60,Freelancer,200000,626,1,27,6066,0.438,2.19,0
CUST_001682,Vehicle,335000,13.41,18,Private Sector,200000,741,1,44,18076,1.1167,1.675,0
CUST_001683,Education Loan,539000,11.48,60,Private Sector,200000,563,1,31,1903,0.539,2.695,0
CUST_001684,Credit Card,106000,5.7,36,Government,200000,650,0,43,19651,0.1767,0.53,0
CUST_001685,Vehicle,866000,13.48,6,,200000,587,1,35,9421,8.66,4.33,0
CUST_001686,Vehicle,275000,15.91,18,Unemployed,200000,644,2,50,4366,0.9167,1.375,0
CUST_001687,Mortgage,991000,12.77,84,Private Sector,491739.68,498,3,31,,0.2879,2.0153,0
CUST_001688,Medical,152000,11.63,12,Business Owner,200000,,2,33,14517,0.76,0.76,0
CUST_001689,Business Expansion,470000,12.86,60,Government,256120.46,528,0,46,14093,0.367,1.8351,0
CUST_001690,Business Expansion,968000,5.36,120,Government,200000,599,0,31,8783,0.484,4.84,0
CUST_001691,Credit Card,938000,16.23,120,Freelancer,200000,648,1,43,14303,0.469,4.69,1
CUST_001692,Business Expansion,164000,7.63,120,Business Owner,200000,701,0,36,24909,0.082,0.82,0
CUST_001693,Medical,644000,10.98,180,Private Sector,200000,660,0,50,11047,0.2147,3.22,0
CUST_001694,Credit Card,360000,11.11,180,Private Sector,200000,721,1,31,19352,0.12,1.8,0
CUST_001695,Mortgage,135000,14.53,180,Private Sector,248594.47,590,1,32,10151,0.0362,0.5431,1
CUST_001696,Vehicle,371000,9.39,180,Business Owner,211914.53,713,1,32,9390,0.1167,1.7507,0
CUST_001697,Medical,645000,4,120,Private Sector,239663.47,676,0,29,21244,0.2691,2.6913,0
CUST_001698,Business Expansion,335000,6.63,180,Freelancer,200000,616,1,30,13804,0.1117,1.675,1
CUST_001699,Business Expansion,781000,19.85,84,Government,200000,740,0,37,12024,0.5579,3.905,0
